name,cuisine,price,rating,city,area,restaurant_link,status,has_online_delivery,has_table_booking
White Teak Coffee Roasters,"Cafe, Coffee, Tea, Shake, Beverages","₹1,000 for two",4.5,mysore,vijay-nagar,https://www.zomato.com/mysore/white-teak-coffee-roasters-gokulam/info,Open,No,No
Theobroma,"Bakery, Desserts",₹500 for two,4.4,mysore,vijay-nagar,https://www.zomato.com/mysore/theobroma-jayalakhsmipuram/info,Open,Yes,Yes
The Verandah- Ibis Styles  Mysuru,"North Indian, Chinese, Biryani, Mughlai, Desserts","₹2,200 for two",4.4,mysore,vijay-nagar,https://www.zomato.com/mysore/the-verandah-ibis-styles-mysuru-vijay-nagar/info,Open,Yes,No
Sattvik Rooftop Cafe,"South Indian, Fast Food","₹1,000 for two",4.3,mysore,vijay-nagar,https://www.zomato.com/mysore/sattvik-rooftop-cafe-chamrajpura/info,Open,Yes,Yes
La Uppu,"Italian, North Indian, South Indian, Asian, Chinese, Biryani, Continental","₹2,500 for two",4.3,mysore,vijay-nagar,https://www.zomato.com/mysore/la-uppu-bannimantap/info,Open,No,No
Starbucks Coffee,"Cafe, Coffee, Fast Food, Desserts, Beverages",₹600 for two,4.6,mysore,vijay-nagar,https://www.zomato.com/mysore/starbucks-coffee-gokulam/info,Open,Yes,No
Infinit,"North Indian, Biryani, Chinese, Desserts, Beverages, Shake, Sichuan, Pasta","₹1,000 for two",4.2,mysore,vijay-nagar,https://www.zomato.com/mysore/infinit-gokulam/info,Open,No,No
Tiger Trail - Royal Orchid Metropole,"North Indian, Chinese, European, Continental, Italian, Mexican, South Indian, Japanese","₹2,500 for two",4.2,mysore,vijay-nagar,https://www.zomato.com/mysore/tiger-trail-royal-orchid-metropole-yadavgiri/info,Open,No,Yes
Aaina,"South Indian, North Indian, Asian, Continental, Kebab, Chinese, Bakery, Desserts","₹1,000 for two",4.9,mysore,vijay-nagar,https://www.zomato.com/mysore/aaina-vijay-nagar-2nd-stage/info,Open,Yes,Yes
White Teak Coffee Roasters,"Cafe, Coffee, Tea, Shake, Beverages","₹1,000 for two",4.5,mysore,vijay-nagar,https://www.zomato.com/mysore/white-teak-coffee-roasters-gokulam/info,Open,No,No
Theobroma,"Bakery, Desserts",₹500 for two,4.4,mysore,vijay-nagar,https://www.zomato.com/mysore/theobroma-jayalakhsmipuram/info,Open,Yes,No
The Verandah- Ibis Styles  Mysuru,"North Indian, Chinese, Biryani, Mughlai, Desserts","₹2,200 for two",4.4,mysore,vijay-nagar,https://www.zomato.com/mysore/the-verandah-ibis-styles-mysuru-vijay-nagar/info,Open,Yes,No
Sattvik Rooftop Cafe,"South Indian, Fast Food","₹1,000 for two",4.3,mysore,vijay-nagar,https://www.zomato.com/mysore/sattvik-rooftop-cafe-chamrajpura/info,Open,No,No
La Uppu,"Italian, North Indian, South Indian, Asian, Chinese, Biryani, Continental","₹2,500 for two",4.3,mysore,vijay-nagar,https://www.zomato.com/mysore/la-uppu-bannimantap/info,Open,Yes,No
Starbucks Coffee,"Cafe, Coffee, Fast Food, Desserts, Beverages",₹600 for two,4.6,mysore,vijay-nagar,https://www.zomato.com/mysore/starbucks-coffee-gokulam/info,Open,Yes,Yes
Infinit,"North Indian, Biryani, Chinese, Desserts, Beverages, Shake, Sichuan, Pasta","₹1,000 for two",4.2,mysore,vijay-nagar,https://www.zomato.com/mysore/infinit-gokulam/info,Open,No,Yes
Tiger Trail - Royal Orchid Metropole,"North Indian, Chinese, European, Continental, Italian, Mexican, South Indian, Japanese","₹2,500 for two",4.2,mysore,vijay-nagar,https://www.zomato.com/mysore/tiger-trail-royal-orchid-metropole-yadavgiri/info,Open,Yes,No
Theobroma,"Bakery, Desserts",₹500 for two,4.4,mysore,kuvempunagar,https://www.zomato.com/mysore/theobroma-jayalakhsmipuram/info,Open,Yes,Yes
Original Vinayaka Mylari,"South Indian, Juices, Shake",₹300 for two,4.6,mysore,kuvempunagar,https://www.zomato.com/mysore/original-vinayaka-mylari-doora/info,Open,No,Yes
Sattvik By Emerald Clarks Inn Suites,"North Indian, Kebab, Chinese, Biryani, Fast Food, American, Beverages, Shake",₹600 for two,4.6,mysore,kuvempunagar,https://www.zomato.com/mysore/sattvik-by-emerald-clarks-inn-suites-1-jp-nagar/info,Open,Yes,Yes
Sattvik Rooftop Cafe,"South Indian, Fast Food","₹1,000 for two",4.3,mysore,kuvempunagar,https://www.zomato.com/mysore/sattvik-rooftop-cafe-chamrajpura/info,Open,No,Yes
Starbucks Coffee,"Cafe, Coffee, Fast Food, Desserts, Beverages",₹600 for two,4.6,mysore,kuvempunagar,https://www.zomato.com/mysore/starbucks-coffee-gokulam/info,Open,Yes,No
Infinit,"North Indian, Biryani, Chinese, Desserts, Beverages, Shake, Sichuan, Pasta","₹1,000 for two",4.2,mysore,kuvempunagar,https://www.zomato.com/mysore/infinit-gokulam/info,Open,Yes,Yes
Tiger Trail - Royal Orchid Metropole,"North Indian, Chinese, European, Continental, Italian, Mexican, South Indian, Japanese","₹2,500 for two",4.2,mysore,kuvempunagar,https://www.zomato.com/mysore/tiger-trail-royal-orchid-metropole-yadavgiri/info,Open,No,Yes
Kudla Fish Land,"Fast Food, Chinese, North Indian, South Indian, Healthy Food, Biryani, Desserts, Beverages",₹950 for two,4.4,mysore,kuvempunagar,https://www.zomato.com/mysore/kudla-fish-land-1-chamrajpura/info,Open,Yes,Yes
Spring - Radisson Blu Plaza Hotel,"Continental, North Indian, South Indian, Beverages, Desserts","₹2,000 for two",4.5,mysore,kuvempunagar,https://www.zomato.com/mysore/spring-radisson-blu-plaza-hotel-ittige-gudu/info,Open,No,No
Theobroma,"Bakery, Desserts",₹500 for two,4.4,mysore,kuvempunagar,https://www.zomato.com/mysore/theobroma-jayalakhsmipuram/info,Open,No,Yes
Original Vinayaka Mylari,"South Indian, Juices, Shake",₹300 for two,4.6,mysore,kuvempunagar,https://www.zomato.com/mysore/original-vinayaka-mylari-doora/info,Open,Yes,No
Sattvik By Emerald Clarks Inn Suites,"North Indian, Kebab, Chinese, Biryani, Fast Food, American, Beverages, Shake",₹600 for two,4.6,mysore,kuvempunagar,https://www.zomato.com/mysore/sattvik-by-emerald-clarks-inn-suites-1-jp-nagar/info,Open,Yes,No
Sattvik Rooftop Cafe,"South Indian, Fast Food","₹1,000 for two",4.3,mysore,kuvempunagar,https://www.zomato.com/mysore/sattvik-rooftop-cafe-chamrajpura/info,Open,Yes,Yes
Starbucks Coffee,"Cafe, Coffee, Fast Food, Desserts, Beverages",₹600 for two,4.6,mysore,kuvempunagar,https://www.zomato.com/mysore/starbucks-coffee-gokulam/info,Open,No,No
Infinit,"North Indian, Biryani, Chinese, Desserts, Beverages, Shake, Sichuan, Pasta","₹1,000 for two",4.2,mysore,kuvempunagar,https://www.zomato.com/mysore/infinit-gokulam/info,Open,No,Yes
Tiger Trail - Royal Orchid Metropole,"North Indian, Chinese, European, Continental, Italian, Mexican, South Indian, Japanese","₹2,500 for two",4.2,mysore,kuvempunagar,https://www.zomato.com/mysore/tiger-trail-royal-orchid-metropole-yadavgiri/info,Open,No,Yes
Kudla Fish Land,"Fast Food, Chinese, North Indian, South Indian, Healthy Food, Biryani, Desserts, Beverages",₹950 for two,4.4,mysore,kuvempunagar,https://www.zomato.com/mysore/kudla-fish-land-1-chamrajpura/info,Open,Yes,No
Spring - Radisson Blu Plaza Hotel,"Continental, North Indian, South Indian, Beverages, Desserts","₹2,000 for two",4.5,mysore,kuvempunagar,https://www.zomato.com/mysore/spring-radisson-blu-plaza-hotel-ittige-gudu/info,Open,No,No
Aaina,"South Indian, North Indian, Asian, Continental, Kebab, Chinese, Bakery, Desserts","₹1,000 for two",4.9,mysore,chamrajpura,https://www.zomato.com/mysore/aaina-vijay-nagar-2nd-stage/info,Open,Yes,No
White Teak Coffee Roasters,"Cafe, Coffee, Tea, Shake, Beverages","₹1,000 for two",4.5,mysore,chamrajpura,https://www.zomato.com/mysore/white-teak-coffee-roasters-gokulam/info,Open,No,No
Theobroma,"Bakery, Desserts",₹500 for two,4.4,mysore,chamrajpura,https://www.zomato.com/mysore/theobroma-jayalakhsmipuram/info,Open,Yes,No
Original Vinayaka Mylari,"South Indian, Juices, Shake",₹300 for two,4.6,mysore,chamrajpura,https://www.zomato.com/mysore/original-vinayaka-mylari-doora/info,Open,No,Yes
Sattvik By Emerald Clarks Inn Suites,"North Indian, Kebab, Chinese, Biryani, Fast Food, American, Beverages, Shake",₹600 for two,4.6,mysore,chamrajpura,https://www.zomato.com/mysore/sattvik-by-emerald-clarks-inn-suites-1-jp-nagar/info,Open,Yes,No
Sattvik Rooftop Cafe,"South Indian, Fast Food","₹1,000 for two",4.3,mysore,chamrajpura,https://www.zomato.com/mysore/sattvik-rooftop-cafe-chamrajpura/info,Open,Yes,No
La Uppu,"Italian, North Indian, South Indian, Asian, Chinese, Biryani, Continental","₹2,500 for two",4.3,mysore,chamrajpura,https://www.zomato.com/mysore/la-uppu-bannimantap/info,Open,No,No
Starbucks Coffee,"Cafe, Coffee, Fast Food, Desserts, Beverages",₹600 for two,4.6,mysore,chamrajpura,https://www.zomato.com/mysore/starbucks-coffee-gokulam/info,Open,Yes,No
Infinit,"North Indian, Biryani, Chinese, Desserts, Beverages, Shake, Sichuan, Pasta","₹1,000 for two",4.2,mysore,chamrajpura,https://www.zomato.com/mysore/infinit-gokulam/info,Open,No,Yes
Aaina,"South Indian, North Indian, Asian, Continental, Kebab, Chinese, Bakery, Desserts","₹1,000 for two",4.9,mysore,chamrajpura,https://www.zomato.com/mysore/aaina-vijay-nagar-2nd-stage/info,Open,No,No
White Teak Coffee Roasters,"Cafe, Coffee, Tea, Shake, Beverages","₹1,000 for two",4.5,mysore,chamrajpura,https://www.zomato.com/mysore/white-teak-coffee-roasters-gokulam/info,Open,No,No
Theobroma,"Bakery, Desserts",₹500 for two,4.4,mysore,chamrajpura,https://www.zomato.com/mysore/theobroma-jayalakhsmipuram/info,Open,Yes,Yes
Original Vinayaka Mylari,"South Indian, Juices, Shake",₹300 for two,4.6,mysore,chamrajpura,https://www.zomato.com/mysore/original-vinayaka-mylari-doora/info,Open,No,Yes
Sattvik By Emerald Clarks Inn Suites,"North Indian, Kebab, Chinese, Biryani, Fast Food, American, Beverages, Shake",₹600 for two,4.6,mysore,chamrajpura,https://www.zomato.com/mysore/sattvik-by-emerald-clarks-inn-suites-1-jp-nagar/info,Open,No,Yes
Sattvik Rooftop Cafe,"South Indian, Fast Food","₹1,000 for two",4.3,mysore,chamrajpura,https://www.zomato.com/mysore/sattvik-rooftop-cafe-chamrajpura/info,Open,No,Yes
La Uppu,"Italian, North Indian, South Indian, Asian, Chinese, Biryani, Continental","₹2,500 for two",4.3,mysore,chamrajpura,https://www.zomato.com/mysore/la-uppu-bannimantap/info,Open,Yes,Yes
Starbucks Coffee,"Cafe, Coffee, Fast Food, Desserts, Beverages",₹600 for two,4.6,mysore,chamrajpura,https://www.zomato.com/mysore/starbucks-coffee-gokulam/info,Open,Yes,No
Infinit,"North Indian, Biryani, Chinese, Desserts, Beverages, Shake, Sichuan, Pasta","₹1,000 for two",4.2,mysore,chamrajpura,https://www.zomato.com/mysore/infinit-gokulam/info,Open,Yes,Yes
White Teak Coffee Roasters,"Cafe, Coffee, Tea, Shake, Beverages","₹1,000 for two",4.5,mysore,doora,https://www.zomato.com/mysore/white-teak-coffee-roasters-gokulam/info,Open,Yes,No
Theobroma,"Bakery, Desserts",₹500 for two,4.4,mysore,doora,https://www.zomato.com/mysore/theobroma-jayalakhsmipuram/info,Open,No,No
Original Vinayaka Mylari,"South Indian, Juices, Shake",₹300 for two,4.6,mysore,doora,https://www.zomato.com/mysore/original-vinayaka-mylari-doora/info,Open,No,No
Sattvik Rooftop Cafe,"South Indian, Fast Food","₹1,000 for two",4.3,mysore,doora,https://www.zomato.com/mysore/sattvik-rooftop-cafe-chamrajpura/info,Open,Yes,No
La Uppu,"Italian, North Indian, South Indian, Asian, Chinese, Biryani, Continental","₹2,500 for two",4.3,mysore,doora,https://www.zomato.com/mysore/la-uppu-bannimantap/info,Open,No,No
Starbucks Coffee,"Cafe, Coffee, Fast Food, Desserts, Beverages",₹600 for two,4.6,mysore,doora,https://www.zomato.com/mysore/starbucks-coffee-gokulam/info,Open,No,Yes
Infinit,"North Indian, Biryani, Chinese, Desserts, Beverages, Shake, Sichuan, Pasta","₹1,000 for two",4.2,mysore,doora,https://www.zomato.com/mysore/infinit-gokulam/info,Open,No,Yes
Tiger Trail - Royal Orchid Metropole,"North Indian, Chinese, European, Continental, Italian, Mexican, South Indian, Japanese","₹2,500 for two",4.2,mysore,doora,https://www.zomato.com/mysore/tiger-trail-royal-orchid-metropole-yadavgiri/info,Open,No,Yes
Kudla Fish Land,"Fast Food, Chinese, North Indian, South Indian, Healthy Food, Biryani, Desserts, Beverages",₹950 for two,4.4,mysore,doora,https://www.zomato.com/mysore/kudla-fish-land-1-chamrajpura/info,Open,No,Yes
White Teak Coffee Roasters,"Cafe, Coffee, Tea, Shake, Beverages","₹1,000 for two",4.5,mysore,doora,https://www.zomato.com/mysore/white-teak-coffee-roasters-gokulam/info,Open,Yes,Yes
Theobroma,"Bakery, Desserts",₹500 for two,4.4,mysore,doora,https://www.zomato.com/mysore/theobroma-jayalakhsmipuram/info,Open,No,Yes
Original Vinayaka Mylari,"South Indian, Juices, Shake",₹300 for two,4.6,mysore,doora,https://www.zomato.com/mysore/original-vinayaka-mylari-doora/info,Open,No,Yes
Sattvik Rooftop Cafe,"South Indian, Fast Food","₹1,000 for two",4.3,mysore,doora,https://www.zomato.com/mysore/sattvik-rooftop-cafe-chamrajpura/info,Open,No,Yes
La Uppu,"Italian, North Indian, South Indian, Asian, Chinese, Biryani, Continental","₹2,500 for two",4.3,mysore,doora,https://www.zomato.com/mysore/la-uppu-bannimantap/info,Open,Yes,No
Starbucks Coffee,"Cafe, Coffee, Fast Food, Desserts, Beverages",₹600 for two,4.6,mysore,doora,https://www.zomato.com/mysore/starbucks-coffee-gokulam/info,Open,No,No
Infinit,"North Indian, Biryani, Chinese, Desserts, Beverages, Shake, Sichuan, Pasta","₹1,000 for two",4.2,mysore,doora,https://www.zomato.com/mysore/infinit-gokulam/info,Open,Yes,No
Tiger Trail - Royal Orchid Metropole,"North Indian, Chinese, European, Continental, Italian, Mexican, South Indian, Japanese","₹2,500 for two",4.2,mysore,doora,https://www.zomato.com/mysore/tiger-trail-royal-orchid-metropole-yadavgiri/info,Open,Yes,Yes
Kudla Fish Land,"Fast Food, Chinese, North Indian, South Indian, Healthy Food, Biryani, Desserts, Beverages",₹950 for two,4.4,mysore,doora,https://www.zomato.com/mysore/kudla-fish-land-1-chamrajpura/info,Open,No,Yes
Melange Kitchen,"North Indian, Italian, Mexican, Arabian, Continental, Desserts, Beverages","₹2,000 for two",4.4,pune,kharadi,https://www.zomato.com/pune/melange-kitchen-kharadi/info,Open,No,No
SOUL - Neighbour Food Bar,"North Indian, Mughlai, Kebab, Biryani, Chinese, Desserts","₹1,000 for two",4.4,pune,kharadi,https://www.zomato.com/pune/soul-neighbour-food-bar-viman-nagar/info,Open,No,Yes
Skynova,"North Indian, Chinese","₹3,500 for two",4.1,pune,kharadi,https://www.zomato.com/pune/skynova-viman-nagar/info,Open,No,Yes
Koconut Tree Bar & Kitchen,"Andhra, Mangalorean, Seafood, Biryani, Chinese, Kebab, Desserts, Pizza","₹3,000 for two",4.5,pune,kharadi,https://www.zomato.com/pune/koconut-tree-bar-kitchen-magarpatta/info,Open,No,Yes
Saffron,"North Indian, Continental, Biryani","₹1,400 for two",4.5,pune,kharadi,https://www.zomato.com/pune/saffron-kalyani-nagar/info,Open,Yes,Yes
Chang's,"Chinese, Asian, Fast Food, Seafood, Desserts, Beverages, Sichuan",₹800 for two,4.2,pune,kharadi,https://www.zomato.com/pune/changs-viman-nagar/info,Open,Yes,No
The Square - Novotel,"North Indian, European, Continental, Chinese, Mediterranean, Asian, Italian, Fast Food","₹4,500 for two",4.1,pune,kharadi,https://www.zomato.com/pune/the-square-novotel-wadgaon-sheri/info,Open,No,Yes
The Market - The Westin Pune,"North Indian, European, Asian, Desserts","₹5,000 for two",4.4,pune,kharadi,https://www.zomato.com/pune/the-market-the-westin-pune-mundhwa/info,Open,No,Yes
Pune 14 - Hyatt Regency,"North Indian, Asian, Continental","₹6,000 for two",4.2,pune,kharadi,https://www.zomato.com/thecafe/info,Open,No,No
Melange Kitchen,"North Indian, Italian, Mexican, Arabian, Continental, Desserts, Beverages","₹2,000 for two",4.4,pune,kharadi,https://www.zomato.com/pune/melange-kitchen-kharadi/info,Open,Yes,Yes
SOUL - Neighbour Food Bar,"North Indian, Mughlai, Kebab, Biryani, Chinese, Desserts","₹1,000 for two",4.4,pune,kharadi,https://www.zomato.com/pune/soul-neighbour-food-bar-viman-nagar/info,Open,No,No
Skynova,"North Indian, Chinese","₹3,500 for two",4.1,pune,kharadi,https://www.zomato.com/pune/skynova-viman-nagar/info,Open,No,Yes
Koconut Tree Bar & Kitchen,"Andhra, Mangalorean, Seafood, Biryani, Chinese, Kebab, Desserts, Pizza","₹3,000 for two",4.5,pune,kharadi,https://www.zomato.com/pune/koconut-tree-bar-kitchen-magarpatta/info,Open,Yes,No
Saffron,"North Indian, Continental, Biryani","₹1,400 for two",4.5,pune,kharadi,https://www.zomato.com/pune/saffron-kalyani-nagar/info,Open,No,Yes
Chang's,"Chinese, Asian, Fast Food, Seafood, Desserts, Beverages, Sichuan",₹800 for two,4.2,pune,kharadi,https://www.zomato.com/pune/changs-viman-nagar/info,Open,Yes,Yes
The Square - Novotel,"North Indian, European, Continental, Chinese, Mediterranean, Asian, Italian, Fast Food","₹4,500 for two",4.1,pune,kharadi,https://www.zomato.com/pune/the-square-novotel-wadgaon-sheri/info,Open,No,No
The Market - The Westin Pune,"North Indian, European, Asian, Desserts","₹5,000 for two",4.4,pune,kharadi,https://www.zomato.com/pune/the-market-the-westin-pune-mundhwa/info,Open,Yes,No
Pune 14 - Hyatt Regency,"North Indian, Asian, Continental","₹6,000 for two",4.2,pune,kharadi,https://www.zomato.com/thecafe/info,Open,No,No
Flo Brew Pub,"Pizza, Chinese, Italian, Pasta","₹2,500 for two",4.4,pune,wakad,https://www.zomato.com/pune/flo-brew-pub-balewadi/info,Open,Yes,No
Bao Story,Asian,"₹1,000 for two",4.3,pune,wakad,https://www.zomato.com/pune/bao-story-1-hinjawadi/info,Open,No,No
The Boho House Cocktail Bar,"North Indian, Fast Food","₹1,400 for two",4.2,pune,wakad,https://www.zomato.com/pune/the-boho-house-cocktail-bar-balewadi/info,Open,No,Yes
Makaira Kitchen & Bar,"Chinese, Kebab, Italian, Continental, Biryani, Maharashtrian, North Indian","₹1,500 for two",4.1,pune,wakad,https://www.zomato.com/pune/makaira-kitchen-bar-wakad/info,Open,Yes,Yes
Intactu,"North Indian, Biryani, Mughlai, Pizza, Pasta, Italian, Fast Food, Desserts","₹1,800 for two",4.1,pune,wakad,https://www.zomato.com/pune/intactu-hinjawadi/info,Open,No,No
The Ruby Hilltop - Sunny's World,"Bar Food, Chinese, North Indian, Asian, Italian, Mughlai, Beverages, Desserts","₹1,700 for two",4.4,pune,wakad,https://www.zomato.com/pune/the-ruby-hilltop-sunnys-world-sus/info,Open,Yes,Yes
Portico - Sayaji Hotel,"North Indian, Asian, Fast Food, Salad, South Indian, Bar Food, Beverages","₹2,800 for two",4.4,pune,wakad,https://www.zomato.com/pune/portico-sayaji-hotel-wakad/info,Open,Yes,No
The Paraiso,"Continental, Chinese, North Indian, Fast Food, Alcoholic Beverages, BBQ, Desserts, Beverages","₹1,500 for two",4.2,pune,wakad,https://www.zomato.com/pune/the-paraiso-hinjawadi/info,Open,Yes,Yes
The Barkhana,"Bar Food, Mughlai, Chinese, North Indian, Fast Food, Desserts, Beverages, Sichuan","₹2,700 for two",4.7,pune,wakad,https://www.zomato.com/pune/the-barkhana-wakad/info,Open,Yes,No
Flo Brew Pub,"Pizza, Chinese, Italian, Pasta","₹2,500 for two",4.4,pune,wakad,https://www.zomato.com/pune/flo-brew-pub-balewadi/info,Open,Yes,No
Bao Story,Asian,"₹1,000 for two",4.3,pune,wakad,https://www.zomato.com/pune/bao-story-1-hinjawadi/info,Open,Yes,No
The Boho House Cocktail Bar,"North Indian, Fast Food","₹1,400 for two",4.2,pune,wakad,https://www.zomato.com/pune/the-boho-house-cocktail-bar-balewadi/info,Open,No,No
Makaira Kitchen & Bar,"Chinese, Kebab, Italian, Continental, Biryani, Maharashtrian, North Indian","₹1,500 for two",4.1,pune,wakad,https://www.zomato.com/pune/makaira-kitchen-bar-wakad/info,Open,No,Yes
Intactu,"North Indian, Biryani, Mughlai, Pizza, Pasta, Italian, Fast Food, Desserts","₹1,800 for two",4.1,pune,wakad,https://www.zomato.com/pune/intactu-hinjawadi/info,Open,Yes,Yes
The Ruby Hilltop - Sunny's World,"Bar Food, Chinese, North Indian, Asian, Italian, Mughlai, Beverages, Desserts","₹1,700 for two",4.4,pune,wakad,https://www.zomato.com/pune/the-ruby-hilltop-sunnys-world-sus/info,Open,Yes,No
Portico - Sayaji Hotel,"North Indian, Asian, Fast Food, Salad, South Indian, Bar Food, Beverages","₹2,800 for two",4.4,pune,wakad,https://www.zomato.com/pune/portico-sayaji-hotel-wakad/info,Open,No,No
The Paraiso,"Continental, Chinese, North Indian, Fast Food, Alcoholic Beverages, BBQ, Desserts, Beverages","₹1,500 for two",4.2,pune,wakad,https://www.zomato.com/pune/the-paraiso-hinjawadi/info,Open,No,No
The Barkhana,"Bar Food, Mughlai, Chinese, North Indian, Fast Food, Desserts, Beverages, Sichuan","₹2,700 for two",4.7,pune,wakad,https://www.zomato.com/pune/the-barkhana-wakad/info,Open,No,No
Pimlico,"Alcoholic Beverages, Italian, Beverages, Pizza, Sushi, Continental, Salad, Pasta","₹3,000 for two",4.3,pune,viman-nagar,https://www.zomato.com/pune/pimlico-koregaon-park/info,Open,Yes,Yes
Saffron,"North Indian, Continental, Biryani","₹1,400 for two",4.5,pune,viman-nagar,https://www.zomato.com/pune/saffron-kalyani-nagar/info,Open,Yes,Yes
The Dressing Room,"Salad, Healthy Food, Sandwich","₹2,000 for two",4.5,pune,viman-nagar,https://www.zomato.com/pune/the-dressing-room-koregaon-park/info,Open,Yes,Yes
Chang's,"Chinese, Asian, Fast Food, Seafood, Desserts, Beverages, Sichuan",₹800 for two,4.2,pune,viman-nagar,https://www.zomato.com/pune/changs-viman-nagar/info,Open,No,Yes
SOUL - Neighbour Food Bar,"North Indian, Mughlai, Kebab, Biryani, Chinese, Desserts","₹1,000 for two",4.4,pune,viman-nagar,https://www.zomato.com/pune/soul-neighbour-food-bar-viman-nagar/info,Open,Yes,No
Skynova,"North Indian, Chinese","₹3,500 for two",4.1,pune,viman-nagar,https://www.zomato.com/pune/skynova-viman-nagar/info,Open,No,No
BNTR,"Bar Food, Fast Food","₹3,000 for two",4.4,pune,viman-nagar,https://www.zomato.com/pune/bntr-koregaon-park/info,Open,Yes,No
Boteco - Tapas Bar & Grill,"Brazilian, Bar Food, Seafood, Burger","₹2,000 for two",4.9,pune,viman-nagar,https://www.zomato.com/pune/boteco-tapas-bar-grill-koregaon-park/info,Open,Yes,Yes
L7 Club & Lounge,"North Indian, Continental, Finger Food, Biryani","₹1,700 for two",4.5,pune,viman-nagar,https://www.zomato.com/pune/l7-club-lounge-koregaon-park/info,Open,No,Yes
Pimlico,"Alcoholic Beverages, Italian, Beverages, Pizza, Sushi, Continental, Salad, Pasta","₹3,000 for two",4.3,pune,viman-nagar,https://www.zomato.com/pune/pimlico-koregaon-park/info,Open,Yes,No
Saffron,"North Indian, Continental, Biryani","₹1,400 for two",4.5,pune,viman-nagar,https://www.zomato.com/pune/saffron-kalyani-nagar/info,Open,No,No
The Dressing Room,"Salad, Healthy Food, Sandwich","₹2,000 for two",4.5,pune,viman-nagar,https://www.zomato.com/pune/the-dressing-room-koregaon-park/info,Open,Yes,Yes
Chang's,"Chinese, Asian, Fast Food, Seafood, Desserts, Beverages, Sichuan",₹800 for two,4.2,pune,viman-nagar,https://www.zomato.com/pune/changs-viman-nagar/info,Open,Yes,No
SOUL - Neighbour Food Bar,"North Indian, Mughlai, Kebab, Biryani, Chinese, Desserts","₹1,000 for two",4.4,pune,viman-nagar,https://www.zomato.com/pune/soul-neighbour-food-bar-viman-nagar/info,Open,No,No
Skynova,"North Indian, Chinese","₹3,500 for two",4.1,pune,viman-nagar,https://www.zomato.com/pune/skynova-viman-nagar/info,Open,Yes,No
BNTR,"Bar Food, Fast Food","₹3,000 for two",4.4,pune,viman-nagar,https://www.zomato.com/pune/bntr-koregaon-park/info,Open,Yes,Yes
Boteco - Tapas Bar & Grill,"Brazilian, Bar Food, Seafood, Burger","₹2,000 for two",4.9,pune,viman-nagar,https://www.zomato.com/pune/boteco-tapas-bar-grill-koregaon-park/info,Open,Yes,Yes
L7 Club & Lounge,"North Indian, Continental, Finger Food, Biryani","₹1,700 for two",4.5,pune,viman-nagar,https://www.zomato.com/pune/l7-club-lounge-koregaon-park/info,Open,Yes,Yes
Pimlico,"Alcoholic Beverages, Italian, Beverages, Pizza, Sushi, Continental, Salad, Pasta","₹3,000 for two",4.3,pune,kalyani-nagar,https://www.zomato.com/pune/pimlico-koregaon-park/info,Open,Yes,No
The Dressing Room,"Salad, Healthy Food, Sandwich","₹2,000 for two",4.5,pune,kalyani-nagar,https://www.zomato.com/pune/the-dressing-room-koregaon-park/info,Open,Yes,Yes
Saffron,"North Indian, Continental, Biryani","₹1,400 for two",4.5,pune,kalyani-nagar,https://www.zomato.com/pune/saffron-kalyani-nagar/info,Open,Yes,No
BNTR,"Bar Food, Fast Food","₹3,000 for two",4.4,pune,kalyani-nagar,https://www.zomato.com/pune/bntr-koregaon-park/info,Open,Yes,No
L7 Club & Lounge,"North Indian, Continental, Finger Food, Biryani","₹1,700 for two",4.5,pune,kalyani-nagar,https://www.zomato.com/pune/l7-club-lounge-koregaon-park/info,Open,No,Yes
Boteco - Tapas Bar & Grill,"Brazilian, Bar Food, Seafood, Burger","₹2,000 for two",4.9,pune,kalyani-nagar,https://www.zomato.com/pune/boteco-tapas-bar-grill-koregaon-park/info,Open,Yes,No
The Sassy Spoon,"European, Continental, American, Asian, Mediterranean, Healthy Food, Italian, Salad","₹1,800 for two",4.6,pune,kalyani-nagar,https://www.zomato.com/pune/the-sassy-spoon-koregaon-park/info,Open,Yes,Yes
Prem's,"North Indian, Chinese, Asian, Sushi, Kebab, Mughlai, Desserts, Beverages","₹1,500 for two",4.4,pune,kalyani-nagar,https://www.zomato.com/pune/prems-koregaon-park/info,Open,No,Yes
SOUL - Neighbour Food Bar,"North Indian, Mughlai, Kebab, Biryani, Chinese, Desserts","₹1,000 for two",4.4,pune,kalyani-nagar,https://www.zomato.com/pune/soul-neighbour-food-bar-viman-nagar/info,Open,Yes,No
Pimlico,"Alcoholic Beverages, Italian, Beverages, Pizza, Sushi, Continental, Salad, Pasta","₹3,000 for two",4.3,pune,kalyani-nagar,https://www.zomato.com/pune/pimlico-koregaon-park/info,Open,Yes,No
The Dressing Room,"Salad, Healthy Food, Sandwich","₹2,000 for two",4.5,pune,kalyani-nagar,https://www.zomato.com/pune/the-dressing-room-koregaon-park/info,Open,No,No
Saffron,"North Indian, Continental, Biryani","₹1,400 for two",4.5,pune,kalyani-nagar,https://www.zomato.com/pune/saffron-kalyani-nagar/info,Open,No,No
BNTR,"Bar Food, Fast Food","₹3,000 for two",4.4,pune,kalyani-nagar,https://www.zomato.com/pune/bntr-koregaon-park/info,Open,No,Yes
